Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,42.765797,43.760349,42.115513,43.607342,41.020466,47677
2000-01-04,43.530838,43.530838,41.006203,42.077259,39.581150,38413
2000-01-05,40.317665,41.694740,40.317665,41.503479,39.041409,37985
2000-01-06,null,null,null,null,null,null
2000-01-07,41.886002,42.077259,40.547176,41.886002,39.401237,18015
2000-01-10,43.033562,43.224823,41.120960,42.230267,39.725079,54823
2000-01-11,42.077259,42.459782,40.164658,41.503479,39.041409,60347
2000-01-12,40.929699,40.929699,39.782139,40.891445,38.465679,13076
2000-01-13,40.738438,41.235714,38.825836,38.825836,36.522606,48149
2000-01-14,38.711079,40.929699,38.634575,39.208355,36.882435,34293
2000-01-17,39.131851,39.131851,36.989738,38.175552,35.910900,63356
2000-01-18,37.104492,43.875107,36.415955,43.569092,40.984482,218195
2000-01-19,44.372383,47.432549,41.273968,42.765797,40.228840,141908
2000-01-20,43.530838,46.858768,42.842300,45.711205,42.999523,164946
2000-01-21,47.011776,47.011776,43.989864,45.137424,42.459778,50427
2000-01-24,45.902466,47.623810,44.946163,45.519943,42.819607,83860
2000-01-25,44.487141,45.864216,44.219376,44.678398,42.027985,24721
2000-01-26,44.716652,45.137424,42.459782,43.875107,41.272346,47700
2000-01-27,43.224823,44.525391,42.498032,43.301327,40.732601,41852
2000-01-28,42.689293,43.033562,40.164658,40.929699,38.501663,49706
2000-01-31,40.355919,40.355919,38.825836,39.476120,37.134315,15072
2000-02-01,39.782139,40.470673,39.093601,39.590878,37.242264,12886
2000-02-02,39.973396,42.077259,38.825836,40.738438,38.321751,27323
2000-02-03,41.235714,42.804050,40.547176,42.804050,40.264828,72868
2000-02-04,42.842300,43.569092,42.268520,42.842300,40.300808,48964
2000-02-07,42.268520,43.951611,42.268520,43.607342,41.020466,94857
2000-02-08,43.607342,44.448887,42.651039,43.607342,41.020466,93514
2000-02-09,45.290432,45.290432,41.579983,42.651039,40.120892,72978
2000-02-10,41.886002,43.951611,40.394169,43.951611,41.344311,116451
2000-02-11,44.181122,45.328686,43.033562,44.869659,42.207897,83267
2000-02-14,45.519943,45.519943,42.115513,43.416080,40.840549,48142
2000-02-15,43.224823,43.951611,41.312218,43.913361,41.308331,48191
2000-02-16,43.989864,44.563644,42.842300,44.525391,41.884052,55908
2000-02-17,44.869659,51.181248,44.563644,50.454460,47.461399,277618
2000-02-18,50.683971,54.317917,48.388847,52.787834,49.656353,364732
2000-02-21,53.361614,53.361614,47.700314,50.110191,47.137550,148109
2000-02-22,49.689419,50.454460,47.050026,48.082832,45.230461,78615
2000-02-23,48.082832,48.924377,46.131977,47.815067,44.978580,51954
2000-02-24,46.858768,48.962631,46.667507,48.350597,45.482342,46171
2000-02-25,48.771370,51.487267,48.235840,49.765923,46.813705,156051
2000-02-28,51.028240,52.673080,50.148445,51.104744,48.073105,69489
2000-02-29,51.869785,51.984543,49.918930,49.918930,46.957638,41283
2000-03-01,50.454460,53.323364,49.880680,51.984543,48.900711,110866
2000-03-02,51.716778,55.082958,50.683971,55.082958,51.815323,136283
2000-03-03,55.886253,58.334385,55.274220,55.924503,52.606945,122075
2000-03-06,58.908165,63.880932,56.460033,63.498409,59.731552,195121
2000-03-07,62.427353,65.028496,61.203289,64.416458,60.595142,222293
2000-03-08,63.880932,66.558578,58.716904,59.634953,56.097286,200968
2000-03-09,60.438248,63.115891,59.290684,60.055725,56.493095,259584
2000-03-10,61.203289,62.656864,61.203289,61.968330,58.292240,77843
2000-03-13,null,null,null,null,null,null
2000-03-14,64.837234,65.028496,62.542110,63.574917,59.803520,112489
2000-03-15,62.465607,63.192394,59.673206,60.055725,56.493095,66322
2000-03-16,60.820766,61.012028,56.574787,58.487392,55.017799,76786
2000-03-17,59.290684,59.290684,55.082958,55.274220,51.995239,92470
2000-03-20,55.848000,59.634953,55.733246,58.334385,54.873871,47682
2000-03-21,58.525642,58.908165,56.651295,57.951862,54.514038,39658
2000-03-22,58.334385,58.716904,57.951862,58.066620,54.621990,30486
2000-03-23,57.951862,57.951862,56.421780,57.339828,53.938313,15790
2000-03-24,57.339828,57.684097,56.421780,56.995564,53.614468,30612
